"","AccSpeciesID","AccSpeciesName","median_height","uid"
"17027",57764,"Prunella tenuifolium",0.08,NA
"17028",57831,"Rubiaceae sp",0.175,"3062073"
"17029",57841,"Rudbeckia humilis",0.24,NA
"17030",57842,"Ruellia lyrata",0.1,NA
"17031",57851,"Rytidosperma sp",0.4,NA
"17032",57883,"Eleutherococcus septemlobus",16.5,NA
"17033",57885,"Elymus sp",0.665,"3158732"
"17034",57890,"Echinopogon sp",0.3,NA
"17035",57928,"Digitaria sp",0.3,NA
"17036",57991,"Eragrostis sp",0.275,"3373140"
"17037",58005,"Eragrostis yuccifolium",0.19,NA
"17038",58015,"Eryngium coelestinum",0.5,NA
"17039",58116,"Cucurbitaceae sp",9,NA
"17040",58125,"Cupiuba sp",13,NA
"17041",58128,"Cuiarana sp",24,NA
"17042",58132,"Croton candida",0.53,NA
"17043",58157,"Cynorkis buchananii",0.27,NA
"17044",58158,"Cyperaceae sp",0.3,NA
"17045",58227,"Crepis hellenica",0.3,"1470870"
"17046",58228,"Crepis jacquinii",0.125,"268019"
"17047",58264,"Desmanthus ciliare",0.41,NA
"17048",58288,"Dichanthelium hians",0.406666666666667,NA
"17049",58290,"Desmanthus illinoi",0.49,NA
"17050",58350,"Dactylina arctica",0.03,"112443"
"17051",58365,"Danthonia sp",0.2,NA
"17052",58368,"Dalea illinoi",0.34,NA
"17053",58422,"Hedyotis autumnale",0.07,NA
"17054",58425,"Heliotropium cuneata",0.2,NA
"17055",58440,"Helenium tenellum",0.71,NA
"17056",58486,"Grina autumnalis",10,NA
"17057",58538,"Hylocomium splendens",0.05,"53007"
"17058",58581,"Hyparrhenia sp",0.48,NA
"17059",58585,"Hypericum sphaero",0.326666666666667,NA
"17060",58669,"Fabaceae sp",0.6,"3062051"
"17061",58716,"Fava bolacha",20.5,NA
"17062",58719,"Fava timbauba",15,NA
"17063",58727,"Festuca sp",0.1345,"3110559"
"17064",58788,"Euphrasia pseudokerneri",0.2,"1155330"
"17065",58796,"Euphorbiaceae sp",1.5,"3054899"
"17066",58798,"Eupatorum corollata",0.58,NA
"17067",58867,"Gombeira sp",12,NA
"17068",58893,"Fimbristylis volbulis",0.18,NA
"17069",58919,"Galactia nigracans",0.5,NA
"17070",58948,"Asclepias dumosus",0.36,NA
"17071",58995,"Asteraceae sp",0.3,"3062042"
"17072",59039,"Aristida viridis",0.41,NA
"17073",59042,"Aremonia agrimonioides",0.3,"57914"
"17074",59054,"Atolla otoleoides",1,NA
"17075",59055,"Aristida sp",0.5,NA
"17076",59056,"Arctostaphylos alpinus",0.04,"84011"
"17077",59122,"Blephilia curtipendula",0.28,NA
"17078",59175,"ATROPA BELLA-DONNA",1.25,"33113"
"17079",59266,"Agave gerardii",0.08,NA
"17080",59277,"Agrostis sp",0.117,"3158726"
"17081",59303,"Abiu caramuri",19,NA
"17082",59412,"Angelim pedra",16.5,NA
"17083",59432,"Allocasuarina sp",7.75,NA
"17084",59488,"Chamae camphorum",0.39,NA
"17085",59508,"Cephalotaxus harringtonii",5.55,"58029"
"17086",59513,"Chamae fasiculata",0.37,NA
"17087",59534,"Chloris sp",0.3,NA
"17088",59545,"Chionanthus sp",19,"3375691"
"17089",59550,"Chenopodiaceae sp",0.6,NA
"17090",59571,"Casuarina sp",11.3,NA
"17091",59579,"Castanha sapucaia",37.5,NA
"17092",59658,"Copaiba sp",10,NA
"17093",59671,"Coprosma alpina",0.05,NA
"17094",59699,"Chrysopsis sagatalis",0.49,NA
"17095",59773,"Buchnera plantaginea",0.26,NA
"17096",59779,"Bromus bromoideus",1,"55775"
"17097",59780,"Calamagrostis sp",0.5,NA
"17098",59804,"Cacalia cherokeensis",0.56,NA
"17099",59814,"Breu sucuruba",10,NA
"17100",59871,"Brassicaceae sp",0.2,"3062044"
"17101",59967,"Carex chocolate",0.68,NA
"17102",60049,"Scleria glauca",0.28,NA
"17103",60055,"Schizachyrium oligantha",0.86,NA
"17104",60073,"Sclerolaena quinquecuspis",0.8,NA
"17105",60086,"Senegalia sp",13,NA
"17106",60098,"Schefflera macrocarpa",3.55,"859572"
"17107",60138,"Salix grandiflora",6,NA
"17108",60144,"Satyrium kitimboense",0.55,"2495976"
"17109",60169,"Sapium broadleaf",27.199682485,NA
"17110",60207,"Sorghastrum clandenstina",0.79,NA
"17111",60218,"Sporobolus sp",0.2,NA
"17112",60222,"Steganthera laxiflora",7,"765236"
"17113",60230,"Sphagnum balticum",0.05,"128184"
"17114",60235,"Sporobolus flava",0.09,NA
"17115",60256,"Sida limestone",0.05,NA
"17116",60274,"Setaria laciniatum",0.59,NA
"17117",60277,"Seringueira sp",24,NA
"17118",60291,"Solanaceae sp",0.3,NA
"17119",60298,"Silene tetraphylla",0.2,NA
"17120",60299,"Silphium nutans",0.36,NA
"17121",60328,"Saccharum sp",1,"15819"
"17122",60357,"Ratibida hirta",0.61,NA
"17123",60506,"Trattinnickia sp",21,NA
"17124",60544,"Tridens sp",0.01,NA
"17125",60590,"Ziziphus sp",9,"48393"
"17126",60635,"Violaceae sp",0.1,NA
"17127",60672,"Wilkiea pubescens",4,"74963"
"17128",60695,"Syncarpha jessenii",0.16,NA
"17129",60726,"Tachigali denudata",8.9375,"1763418"
"17130",60731,"Tabernaemontana angustisepala",1.8,NA
"17131",60763,"Stipa sp",0.3,NA
"17132",60780,"Stenandrium tenuifolia",0.6,NA
"17133",60782,"Stenostomum acreanum",21,"336032"
"17134",60795,"Sumac sp",0.244,NA
"17135",60803,"Sucupira amarela",32,NA
"17136",60846,"Themeda sp",0.45,"3342196"
"17137",61043,"Louro preto",13,NA
"17138",61067,"Lotus sativus",0.5,NA
"17139",61069,"Loranthaceae sp",4,NA
"17140",61164,"Miscanthus sp",0.9,NA
"17141",61190,"Melancieira sp",26,NA
"17142",61249,"Knautia velutina",0.4,"1475016"
"17143",61283,"Lagarostrobos laxifolius",0.6,NA
"17144",61314,"Inga vermelho",19,NA
"17145",61419,"Lobelia alba",0.33,NA
"17146",61473,"Lauraceae sp",22,"3062055"
"17147",61539,"Petrophile sp",0.5,NA
"17148",61588,"Pau jacare",24,NA
"17149",61589,"Pau para",10,NA
"17150",61598,"Pedicularis rostratocapitata",0.0725,"882676"
"17151",61599,"Pedicularis rostratospicata",0.2,"1533276"
"17152",61613,"Paspalum sp",0.333,NA
"17153",61616,"Paspalum grandiflora",0.11,NA
"17154",61639,"Peltigera aphthosa",0.02,"52881"
"17155",61645,"Pentace laxifolia",30,NA
"17156",61665,"Pororoqueira sp",23,NA
"17157",61672,"Polytrichum commune",0.02,"3213"
"17158",61740,"Platanus sp",30,NA
"17159",61760,"Poaceae sp",0.35,"2866903"
"17160",61767,"Poa sp",0.106,"3149146"
"17161",61827,"Oenothera coronifera",1.8,NA
"17162",61831,"Odontites vernus",0.275,"644195"
"17163",61876,"Murta sp",12,NA
"17164",61885,"Morella nagi",20,"36012"
"17165",61925,"Myrtaceae sp",6.08550060288757,NA
"17166",61942,"Panicum sp",0.185,"34177"
"17167",61945,"Panicum furocarbans",0.159,NA
"17168",62006,"Onosmodium Average",0.225,NA
"17169",62016,"Onosmodium flexile",0.22,NA
"17170",62054,"Orchidaceae sp",0.075,"3162938"
"17171",62142,"Alantsilodendron pilosum",1.6,"196642"
"17172",62189,"Amyema pendula",1.2583333335,"3078781"
"17173",62270,"Aster ciliatus",0.46,NA
"17174",62292,"Atriplex verrucifera",0.4,"2844917"
"17175",62359,"Bosea yervamora",1.5,"240033"
"17176",62364,"Brachycorythis congoensis",0.44,"2735646"
"17177",62415,"Callicarpa havilandii",2.405,"536988"
"17178",62457,"Caragana roborovskyi",0.8,"210416"
"17179",62487,"Cassia spruceana",20,"1186094"
"17180",62561,"Chunia bucklandioides",20,"96568"
"17181",62601,"Commiphora pervilleana",8.25,"1461013"
"17182",62682,"Cyphostemma septemfoliolata",0.8,NA
"17183",62735,"Decaspermum hainanense",20,NA
"17184",62744,"Desmodium illinoense",0.36,"732116"
"17185",62776,"Diplodiscus paniculatus",14.225,"117674"
"17186",62788,"Distylium myricoides",1.5,"50997"
"17187",62796,"Dracontomelon macrocarpum",18,"1679244"
"17188",62828,"Endocomia macrocoma",24,"1085408"
"17189",62905,"Eulophia macaulayi",0.325,NA
"17190",62917,"Euphorbia officinalis",0.14394,NA
"17191",62924,"Eustigma oblongifolium",8,"51000"
"17192",62994,"Geum pentapetalum",0.05,"148907"
"17193",63005,"Globularia salicina",0.8,"85157"
"17194",63021,"Gossypium arboreum",3,"29729"
"17195",63036,"Guapira discolor",15.8496,"427803"
"17196",63071,"Hamamelis mollis",10,"4396"
"17197",63079,"Hedyosmum goudotianum",4,"226676"
"17198",63266,"Linum corymbulosum",0.21,"480358"
"17199",63274,"Lithocarpus cyrtocarpus",18,"218179"
"17200",63282,"Litsea dilleniifolia",26,"155300"
"17201",63289,"Lophiocarpus latifolia",1.1,NA
"17202",63305,"Lycium carolinianum",0.9144,"112868"
"17203",63323,"Macrosolen cochinchinensis",1,"227899"
"17204",63374,"Melica racemosa",0.282,"1497108"
"17205",63455,"Myrrhinium atropurpureum",15.735,"2083145"
"17206",63541,"Paliurus hemsleyanus",15,"210383"
"17207",63570,"Paspalum juergensii",0.439285714285715,"313900"
"17208",63649,"Poliothyrsis sinensis",15,"124846"
"17209",63707,"Pseudoxandra lucida",10.5,"235825"
"17210",63710,"Psychotria berteroana",6.096,"77864"
"17211",63728,"Pterospermum menglunense",12,"190246"
"17212",63759,"Rhamnus arguta",3,"1813047"
"17213",63764,"Rhamnus orbiculata",5,"1819796"
"17214",63788,"Rhodoleia championii",12,"54456"
"17215",63800,"Ribes manshuricum",2,NA
"17216",63811,"Rourea coccinea",6,"162701"
"17217",63821,"Rytidosperma clavatum",0.4,"500192"
"17218",63832,"Salvertia convallariaeodora",3.54,"260119"
"17219",63834,"Salvia scoparia",0.1,"2886715"
"17220",63898,"Sinowilsonia henryi",8,"51004"
"17221",63921,"Spondias lakonensis",15,"1592029"
"17222",63946,"Stewartia sinensis",10,"182325"
"17223",63974,"Syagrus pseudococos",6.75,"2888477"
"17224",63975,"Sycopsis sinensis",14,"64136"
"17225",63979,"Symphyotrichum oolentangiense",0.493,"2065954"
"17226",63990,"Syzygium cathayense",6,"3025170"
"17227",63994,"Syzygium formosanum",1,"1609897"
"17228",64016,"Taraxacum alpestre",0.125,"1671111"
"17229",64060,"Tibouchina urvilleana",4.5,"40009"
"17230",64068,"Toxicodendron trichocarpum",1.275,"269720"
"17231",64111,"Vaccinium elliottii",2.7432,"283798"
"17232",64180,"Acer longipes",15,"1779279"
"17233",64181,"Achnatherum lemmonii",0.9144,"1118076"
"17234",64193,"Agastache parvifolia",0.6096,"3057183"
"17235",64196,"Agrimonia rostellata",1.26492,"1663594"
"17236",64197,"Agrimonia striata",1.8288,"1503866"
"17237",64200,"Alisma subcordatum",0.1524,"365733"
"17238",64202,"Allium douglasii",0.27432,"1286661"
"17239",64204,"Allium validum",0.6096,"74904"
"17240",64205,"Alnus maritima",9.144,"21015"
"17241",64208,"Alpinia scabra",0.803,"1593465"
"17242",64210,"Amelanchier obovalis",3.048,"2654663"
"17243",64212,"Amorpha glabra",4.8768,"1486966"
"17244",64214,"Ampelopsis cordata",0.6096,"345097"
"17245",64215,"Anadendrum microstachyum",0.193,"258262"
"17246",64220,"Angelica arguta",1.8288,"54824"
"17247",64221,"Anisacanthus thurberi",1.2954,"69899"
"17248",64222,"Antennaria anaphaloides",0.762,"49046"
"17249",64223,"Antennaria dimorpha",0.0762,"49053"
"17250",64224,"Antennaria luzuloides",0.6096,"49059"
"17251",64225,"Antennaria microphylla",0.3048,"49061"
"17252",64228,"Appendicula pendula",0.397,NA
"17253",64233,"Argemone pleiacantha",0.8,"99326"
"17254",64234,"Argentina anserina",0.0469,"57926"
"17255",64238,"Arnica fulgens",0.6096,"436197"
"17256",64239,"Arnica latifolia",0.14,"436203"
"17257",64240,"Artemisia furcata",1.2192,"395281"
"17258",64241,"Artemisia rigida",0.6096,"86315"
"17259",64242,"Artemisia tilesii",13.716,"200866"
"17260",64247,"Astragalus agrestis",0.3048,"20402"
"17261",64248,"Astragalus curvicarpus",0.12192,"90171"
"17262",64249,"Astragalus filipes",0.6096,"90179"
"17263",64250,"Astragalus humistratus",0.037,"3084158"
"17264",64251,"Astragalus rusbyi",0.33,"90214"
"17265",64253,"Bacopa rotundifolia",0.03048,"631453"
"17266",64254,"Bactris elegans",3.5,"341987"
"17267",64256,"Balsamorhiza careyana",0.762,"230197"
"17268",64257,"Balsamorhiza serrata",0.3048,"230211"
"17269",64259,"Bauhinia glauca",7,"228520"
"17270",64261,"Begonia robusta",0.433,"294970"
"17271",64262,"Berberis fendleri",1.8288,"258160"
"17272",64264,"Berlandiera lyrata",1.2192,"230212"
"17273",64266,"Betula insignis",25,"2920375"
"17274",64268,"Bidens mitis",1.0668,"171343"
"17275",64271,"Bolbitis sinuata",0.453,"857768"
"17276",64273,"Botrychium lanceolatum",0.2,"41922"
"17277",64274,"Bouteloua breviseta",0.762,"1704146"
"17278",64275,"Bouteloua simplex",0.085,"751611"
"17279",64279,"Calamus heteroideus",1.16,"2864583"
"17280",64280,"Calochortus macrocarpus",0.54864,"255000"
"17281",64281,"Calophyllum antillanum",19.05,"693369"
"17282",64283,"Calycocarpum lyonii",9.144,"461561"
"17283",64284,"Campanula aparinoides",0.1925,"428155"
"17284",64285,"Campanula collina",0.0405,"428163"
"17285",64287,"Canadanthus modestus",0.9144,"300137"
"17286",64291,"Cardamine cordifolia",0.4572,"558111"
"17287",64292,"Cardamine pensylvanica",0.6286,"65946"
"17288",64293,"Carex abscondita",0.204216,"912373"
"17289",64294,"Carex albolutescens",1.18872,"314397"
"17290",64295,"Carex amphibola",0.6096,"330162"
"17291",64296,"Carex aperta",0.6096,"912378"
"17292",64297,"Carex athrostachya",0.6096,"240671"
"17293",64298,"Carex atlantica",0.5334,"432979"
"17294",64299,"Carex baileyi",0.64008,"912388"
"17295",64300,"Carex bebbii",0.9144,"314400"
"17296",64301,"Carex bella",0.6096,"140790"
"17297",64302,"Carex blanda",0.6096,"69851"
"17298",64303,"Carex bushii",0.6096,"912396"
"17299",64305,"Carex debilis",0.9144,"140802"
"17300",64306,"Carex decomposita",1.3716,"312739"
"17301",64307,"Carex deweyana",1.15824,"69854"
"17302",64308,"Carex douglasii",0.4572,"432987"
"17303",64310,"Carex flaccosperma",0.3048,"653370"
"17304",64311,"Carex frankii",0.6096,"912430"
"17305",64312,"Carex geophila",0.093,"247931"
"17306",64313,"Carex glaucescens",0.81226,"912435"
"17307",64314,"Carex grayi",0.9572,"100279"
"17308",64315,"Carex halliana",0.762,"912439"
"17309",64316,"Carex hendersonii",0.9144,"912443"
"17310",64317,"Carex hyalinolepis",1.2192,"912448"
"17311",64318,"Carex joorii",1.3716,"418168"
"17312",64320,"Carex mariposana",0.6096,"314434"
"17313",64321,"Carex molesta",0.9144,"314438"
"17314",64324,"Carex oreophila",0.021,"1686290"
"17315",64326,"Carex polymorpha",0.6096,"912494"
"17316",64327,"Carex prasina",0.70104,"140851"
"17317",64329,"Carex ramenskii",0.4572,"657487"
"17318",64330,"Carex raynoldsii",0.6096,"241229"
"17319",64331,"Carex scirpoidea",0.1275,"69867"
"17320",64332,"Carex scoparia",0.33,"314463"
"17321",64333,"Carex shortiana",0.9144,"312769"
"17322",64334,"Carex simulata",0.4572,"472450"
"17323",64335,"Carex squarrosa",0.9144,"312770"
"17324",64336,"Carex straminea",0.32,"314471"
"17325",64337,"Carex subspathacea",0.09,"657491"
"17326",64338,"Carex torta",0.85344,"140861"
"17327",64339,"Carex tribuloides",0.5122,"312775"
"17328",64340,"Carex trichocarpa",1.0668,"312776"
"17329",64341,"Carex typhina",0.6096,"140862"
"17330",64344,"Carpinus omeiensis",7,"2827024"
"17331",64345,"Carum caucasicum",0.0564,"1028817"
"17332",64346,"Carum meifolium",0.05495,"1028819"
"17333",64347,"Castilleja austromontana",0.34,NA
"17334",64348,"Castilleja integra",0.15,"90352"
"17335",64351,"Ceanothus fresnensis",0.3048,"73680"
"17336",64359,"Cirsium foliosum",1.2192,"1261134"
"17337",64363,"Cologania angustifolia",0.12,"752251"
"17338",64364,"Commelina virginica",1.0668,"147185"
"17339",64366,"Conoclinium coelestinum",0.4705,"102761"
"17340",64371,"Cordylanthus ramosus",0.3048,"374705"
"17341",64372,"Cordyline fruticosa",3.048,"39501"
"17342",64374,"Corydalis caseana",0.9144,"1549777"
"17343",64375,"Corydalis conorhiza",0.0259,NA
"17344",64376,"Corydalis flavula",0.4572,"330165"
"17345",64377,"Cosmos parviflorus",0.31,"2732728"
"17346",64379,"Cotoneaster apiculatus",1.524,"193301"
"17347",64383,"Crataegus erythropoda",4.8768,"510722"
"17348",64384,"Crepis acuminata",0.9144,"509639"
"17349",64386,"Crepis modocensis",0.42672,"1111092"
"17350",64387,"Crepis runcinata",0.3048,"1111102"
"17351",64388,"Crescentia linearifolia",7.3152,"429684"
"17352",64389,"Crescentia portoricensis",5.334,"83939"
"17353",64405,"Cyperus acuminatus",0.39624,"1350059"
"17354",64406,"Cyperus bipartitus",1.524,"1234198"
"17355",64407,"Cyperus lancastriensis",0.94488,"1256258"
"17356",64408,"Cyperus pseudovegetus",0.762,"1077507"
"17357",64409,"Dalea formosa",0.9144,"870907"
"17358",64410,"Dalea polygonoides",0.215,"457897"
"17359",64412,"Decaisnea insignis",3,"161261"
"17360",64414,"Delphinium andersonii",0.6096,"136314"
"17361",64418,"Desmodium heterophyllum",0.2286,"1784723"
"17362",64419,"Desmodium perplexum",1.2192,"1549124"
"17363",64421,"Deutzia gracilis",0.9144,"23105"
"17364",64422,"Deutzia longifolia",2,"1623368"
"17365",64423,"Deutzia setchuenensis",2,"984479"
"17366",64434,"Diplazium bantamense",0.36,"1392672"
"17367",64438,"Dissochaeta fallax",1.05,"2136650"
"17368",64439,"Douglasia laevigata",0.06096,"229467"
"17369",64441,"Draba asprella",0.0125,"171810"
"17370",64448,"Dracaena fragrans",2.67,"231032"
"17371",64450,"Drymaria leptophylla",0.03,"1137812"
"17372",64451,"Drymaria molluginea",0.0225,"1137828"
"17373",64459,"Eleocharis cellulosa",0.79248,"110283"
"17374",64460,"Eleocharis compressa",0.2510526316,"756498"
"17375",64461,"Eleocharis equisetoides",0.97536,"110286"
"17376",64462,"Eleocharis rostellata",0.9144,"110303"
"17377",64463,"Eleocharis tenuis",0.88392,"863360"
"17378",64466,"Equisetum laevigatum",1.524,"223814"
"17379",64468,"Ericameria nauseosa",1.2192,"71039"
"17380",64469,"Ericameria pinifolia",1.2192,"217975"
"17381",64471,"Erigeron flagellaris",0.029,"2065876"
"17382",64472,"Erigeron linearis",0.3048,"91279"
"17383",64473,"Erigeron petrophilus",0.3048,NA
"17384",64474,"Eriocaulon decangulare",0.79248,"189387"
"17385",64476,"Eriogonum elatum",0.9144,"1214428"
"17386",64477,"Eriogonum niveum",0.381,"2071467"
"17387",64478,"Eriogonum pharnaceoides",0.215,"1214443"
"17388",64479,"Eriogonum racemosum",0.051,"1214287"
"17389",64480,"Eriogonum thymoides",0.3048,NA
"17390",64481,"Eriophorum virginicum",1.18872,"1540056"
"17391",64483,"Erythrina sandwicensis",9.144,"2590719"
"17392",64485,"Eucephalus engelmannii",1.8288,"1981221"
"17393",64486,"Eugenia rhombea",5.334,"1465306"
"17394",64490,"Eupatorium fistulosum",0.455,"102764"
"17395",64492,"Euphorbia brachycera",0.2,"1333893"
"17396",64495,"Eurybia integrifolia",0.9144,"481919"
"17397",64496,"Eurybia macrophylla",0.085,"481921"
"17398",64497,"Euthamia occidentalis",1.8288,"199512"
"17399",64500,"Fendlera rupicola",1.524,"86877"
"17400",64502,"Ficus lanata",1.06,"1192758"
"17401",64505,"Fissistigma polyanthum",8,"1603724"
"17402",64508,"Fothergilla gardenii",1.2192,"744290"
"17403",64509,"Frangula betulifolia",6.096,"280012"
"17404",64510,"Frangula caroliniana",10.668,"280013"
"17405",64511,"Frangula purshiana",10,"55262"
"17406",64517,"Galium asprellum",1.79832,"1503868"
"17407",64518,"Galium oreganum",0.3048,"715702"
"17408",64519,"Galium tinctorium",0.2,"715720"
"17409",64523,"Gentiana calycosa",0.18288,"1892644"
"17410",64524,"Gentiana clausa",0.4572,"1892649"
"17411",64525,"Geranium caespitosum",0.25,"1368246"
"17412",64526,"Geum laciniatum",0.94488,"2071472"
"17413",64527,"Geum vernum",0.48768,"148900"
"17414",64528,"Gnetum parvifolium",12,"33153"
"17415",64532,"Helenium flexuosum",0.97536,"53721"
"17416",64533,"Helianthella uniflora",0.6096,"230213"
"17417",64534,"Helianthus angustifolius",1.70688,"73273"
"17418",64535,"Helicia robusta",1.03,"2516497"
"17419",64537,"Heliomeris multiflora",0.315,"191163"
"17420",64541,"Heuchera cylindrica",1.8288,"370361"
"17421",64542,"Heuchera sanguinea",0.4786,"43368"
"17422",64544,"Hibiscus aculeatus",0.9144,"1620116"
"17423",64545,"Hibiscus laevis",2.4384,"241595"
"17424",64546,"Hieracium fendleri",0.0435,"378944"
"17425",64548,"Holodiscus dumosus",0.9144,"32230"
"17426",64549,"Houstonia wrightii",0.03,"161006"
"17427",64550,"Hudsonia tomentosa",0.1524,"255346"
"17428",64552,"Hydrangea strigosa",3,"860750"
"17429",64553,"Hydrangea xanthoneura",5,"446148"
"17430",64554,"Hydrolea quadrivalvis",0.4572,"1969254"
"17431",64555,"Hydrophyllum occidentale",0.4572,NA
"17432",64557,"Hymenocallis liriosme",0.9144,NA
"17433",64558,"Hymenopappus mexicanus",0.15,NA
"17434",64559,"Hymenoxys hoopesii",0.5725,"128716"
"17435",64561,"Hypericum densiflorum",2.01168,"268988"
"17436",64562,"Hypericum denticulatum",0.6096,"1136970"
"17437",64563,"Hypericum fasciculatum",0.8555,"268991"
"17438",64564,"Hypericum galioides",0.6858,"268994"
"17439",64565,"Hypericum punctatum",0.9144,"269017"
"17440",64567,"Ilex amelanchier",4.8768,"53196"
"17441",64568,"Ilex macrocarpa",15,"185530"
"17442",64569,"Iliamna rivularis",1.8288,"139630"
"17443",64571,"Ipomopsis multiflora",0.09,"493289"
"17444",64572,"Iris fulva",1.00584,"92176"
"17445",64573,"Iris tenax",0.4572,"34216"
"17446",64574,"Iris virginica",1.00584,"292533"
"17447",64576,"Juncus brachycephalus",0.6096,"308411"
"17448",64577,"Juncus dichotomus",0.88392,"223663"
"17449",64578,"Juncus longistylis",0.5334,"308386"
"17450",64579,"Juncus megacephalus",0.94488,"1620124"
"17451",64580,"Juncus repens",2.07264,"223677"
"17452",64581,"Juncus roemerianus",1.49352,"879918"
"17453",64582,"Juncus secundus",0.4572,"2071940"
"17454",64583,"Juncus subcaudatus",0.67056,"2071941"
"17455",64584,"Juncus validus",0.97536,"308401"
"17456",64585,"Justicia americana",0.762,"28522"
"17457",64588,"Laennecia schiedeana",0.09,"382014"
"17458",64589,"Lancea tibetica",0.021433335,"188317"
"17459",64590,"Lasianthus inodorus",0.837,"1406745"
"17460",64591,"Lasianthus rhinocerotis",1.74,"358837"
"17461",64593,"Lathyrus polyphyllus",0.82296,"313106"
"17462",64594,"Lemna valdiviana",0.03048,"161107"
"17463",64596,"Lespedeza virgata",1,"688285"
"17464",64599,"Leymus angustus",0.9144,"121775"
"17465",64600,"Leymus condensatus",2.5908,"435790"
"17466",64601,"Leymus flavescens",0.9144,"435791"
"17467",64602,"Leymus racemosus",0.9144,"81418"
"17468",64603,"Leymus salinus",0.70104,"89344"
"17469",64604,"Leymus triticoides",0.9144,"86021"
"17470",64607,"Limnobium spongia",0.1524,"55475"
"17471",64608,"Limonium carolinianum",0.6096,"1620132"
"17472",64612,"Lithospermum multiflorum",0.31,"219718"
"17473",64613,"Litsea cassiaefolia",0.877,NA
"17474",64615,"Litsea populifolia",5,"2606807"
"17475",64617,"Lolium arundinaceum",0.75,"4606"
"17476",64618,"Lomatium canbyi",0.24384,"427941"
"17477",64619,"Lomatium cous",0.24384,"178678"
"17478",64620,"Lomatium dissectum",4.572,"63635"
"17479",64621,"Lonicera sempervirens",4.93776,"134522"
"17480",64622,"Lonicera utahensis",1.0668,"1981243"
"17481",64624,"Lupinus albicaulis",0.6572,"377318"
"17482",64625,"Lupinus caudatus",1.524,"1209938"
"17483",64626,"Lupinus covillei",3.048,"3090116"
"17484",64627,"Lupinus elegans",0.9144,"53226"
"17485",64628,"Lupinus elmeri",0.4572,"3090123"
"17486",64629,"Lupinus havardii",6.096,"377327"
"17487",64630,"Lupinus kingii",0.058,"3090143"
"17488",64631,"Lupinus nevadensis",0.36576,"377328"
"17489",64632,"Lupinus sulphureus",3.048,"61121"
"17490",64635,"Lycopus rubellus",0.48768,"1620141"
"17491",64636,"Maackia hupehensis",23,"449085"
"17492",64638,"Macaranga trachyphylla",7.3,"109850"
"17493",64641,"Malus prattii",10,"106563"
"17494",64643,"Maurandella antirrhiniflora",0.24384,"69916"
"17495",64645,"Melica spectabilis",0.762,"2071947"
"17496",64646,"Meliosma veitchiorum",20,"112842"
"17497",64651,"Mimulus alatus",0.70104,"1663601"
"17498",64656,"Mirabilis decipiens",0.405,NA
"17499",64659,"Morella inodora",7.0104,"385004"
"17500",64660,"Morella pensylvanica",3.048,"1155552"
"17501",64662,"Muhlenbergia asperifolia",0.6096,"946618"
"17502",64663,"Muhlenbergia capillaris",0.9144,"946621"
"17503",64664,"Muhlenbergia frondosa",0.6096,"2071948"
"17504",64665,"Muhlenbergia minutissima",0.07,"798106"
"17505",64666,"Muhlenbergia ramulosa",0.075,"433892"
"17506",64667,"Muhlenbergia repens",0.3048,"946657"
"17507",64668,"Muhlenbergia sylvatica",0.9144,"160557"
"17508",64669,"Muhlenbergia uniflora",0.36576,"751685"
"17509",64670,"Muhlenbergia wrightii",0.36,"160558"
"17510",64673,"Najas guadalupensis",0.3048,"403037"
"17511",64675,"Nephrolepis falcata",0.433,"910275"
"17512",64685,"Oenothera flava",0.2,"238285"
"17513",64686,"Oenothera pallida",0.6096,"238294"
"17514",64687,"Oenothera pilosella",0.6096,"1447707"
"17515",64688,"Oenothera pubescens",0.135,"238297"
"17516",64689,"Olea exasperata",0.8,"495751"
"17517",64690,"Oleandra neriiformis",0.743,"1524107"
"17518",64694,"Orthocarpus tenuifolius",0.3048,"374720"
"17519",64695,"Osmorhiza depauperata",0.4048,"109135"
"17520",64697,"Oxytropis kubanensis",0.0811,NA
"17521",64698,"Packera aurea",1.18872,"98688"
"17522",64699,"Packera cana",0.042,"34225"
"17523",64700,"Packera glabella",0.97536,"34220"
"17524",64701,"Packera tridenticulata",0.9144,NA
"17525",64703,"Panicum amarum",1.524,"206009"
"17526",64704,"Panicum rigidulum",1.15,"2071908"
"17527",64705,"Papaver gorodkovii",0.5334,"669752"
"17528",64710,"Paspalum laeve",0.88392,"1620157"
"17529",64713,"Passiflora lutea",4.93776,"330177"
"17530",64715,"Pedicularis comosa",0.35,"1392138"
"17531",64717,"Pedicularis kerneri",0.051,"326829"
"17532",64718,"Pedicularis nordmanniana",0.0219,NA
"17533",64720,"Penstemon acuminatus",0.6096,"388112"
"17534",64721,"Penstemon albertinus",0.6096,"388113"
"17535",64722,"Penstemon confertus",0.4048,"388133"
"17536",64723,"Penstemon cyananthus",0.762,"388136"
"17537",64724,"Penstemon digitalis",0.326,"265135"
"17538",64725,"Penstemon fruticosus",0.6096,"160371"
"17539",64726,"Penstemon gairdneri",0.3048,"388146"
"17540",64727,"Penstemon glaber",0.6096,"265139"
"17541",64728,"Penstemon hartwegii",1.2192,"265142"
"17542",64729,"Penstemon linarioides",0.12,"265148"
"17543",64730,"Penstemon lyallii",0.762,"160373"
"17544",64731,"Penstemon rydbergii",0.9144,"388200"
"17545",64732,"Penstemon strictus",0.6096,"265169"
